date,exchange_rate
2015-04-24,1.0
2015-04-25,1.0
2015-04-26,1.0
2015-04-27,1.0
2015-04-28,0.0
2015-04-29,0.0
2015-04-30,0.0
2015-05-01,1.0
2015-05-02,0.0
2015-05-03,0.0
2015-05-04,0.0
2015-05-05,0.0
2015-05-06,0.0
2015-05-07,0.0
2015-05-08,0.0
2015-05-09,1.0
2015-05-10,1.0
2015-05-11,1.0
2015-05-12,0.0
2015-05-13,0.0
2015-05-14,0.0
2015-05-15,1.0
2015-05-16,1.0
2015-05-17,1.0
2015-05-18,1.0
2015-05-19,1.0
2015-05-20,1.0
2015-05-21,0.0
2015-05-22,0.0
2015-05-23,0.0
2015-05-24,0.0
2015-05-25,0.0
2015-05-26,0.0
2015-05-27,0.0
2015-05-28,0.0
2015-05-29,0.0
2015-05-30,0.0
2015-05-31,0.0
2015-06-01,0.0
2015-06-02,0.0
2015-06-03,0.0
2015-06-04,0.0
2015-06-05,0.0
2015-06-06,1.0
2015-06-07,1.0
2015-06-08,1.0
2015-06-09,0.0
2015-06-10,0.0
2015-06-11,0.0
2015-06-12,0.0
2015-06-13,0.0
2015-06-14,0.0
2015-06-15,1.0
2015-06-16,1.0
2015-06-17,0.0
2015-06-18,0.0
2015-06-19,1.0
2015-06-20,1.0
2015-06-21,1.0
2015-06-22,1.0
2015-06-23,1.0
2015-06-24,1.0
2015-06-25,0.0
2015-06-26,0.0
2015-06-27,0.0
2015-06-28,0.0
2015-06-29,0.0
2015-06-30,0.0
2015-07-01,0.0
2015-07-02,0.0
2015-07-03,0.0
2015-07-04,1.0
2015-07-05,1.0
2015-07-06,1.0
2015-07-07,1.0
2015-07-08,1.0
2015-07-09,0.0
2015-07-10,1.0
2015-07-11,1.0
2015-07-12,1.0
2015-07-13,1.0
2015-07-14,1.0
2015-07-15,1.0
2015-07-16,1.0
2015-07-17,1.0
2015-07-18,1.0
2015-07-19,1.0
2015-07-20,1.0
2015-07-21,1.0
2015-07-22,1.0
2015-07-23,1.0
2015-07-24,1.0
2015-07-25,1.0
2015-07-26,1.0
2015-07-27,1.0
2015-07-28,1.0
2015-07-29,1.0
2015-07-30,1.0
2015-07-31,1.0
2015-08-01,1.0
2015-08-02,1.0
2015-08-03,1.0
2015-08-04,1.0
2015-08-05,1.0
2015-08-06,1.0
2015-08-07,1.0
2015-08-08,1.0
2015-08-09,1.0
2015-08-10,1.0
2015-08-11,1.0
2015-08-12,1.0
2015-08-13,1.0
2015-08-14,1.0
2015-08-15,1.0
2015-08-16,1.0
2015-08-17,1.0
2015-08-18,0.0
2015-08-19,1.0
2015-08-20,1.0
2015-08-21,1.0
2015-08-22,1.0
2015-08-23,1.0
2015-08-24,0.0
2015-08-25,0.0
2015-08-26,0.0
2015-08-27,0.0
2015-08-28,0.0
2015-08-29,0.0
2015-08-30,0.0
2015-08-31,0.0
2015-09-01,0.0
2015-09-02,0.0
2015-09-03,0.0
2015-09-04,0.0
2015-09-05,0.0
2015-09-06,1.0
2015-09-07,0.0
2015-09-08,1.0
2015-09-09,1.0
2015-09-10,0.0
2015-09-11,0.0
2015-09-12,0.0
2015-09-13,0.0
2015-09-14,0.0
2015-09-15,1.0
2015-09-16,0.0
2015-09-17,0.0
2015-09-18,0.0
2015-09-19,0.0
2015-09-20,0.0
2015-09-21,0.0
2015-09-22,0.0
2015-09-23,0.0
2015-09-24,0.0
2015-09-25,0.0
2015-09-26,0.0
2015-09-27,0.0
2015-09-28,0.0
2015-09-29,0.0
2015-09-30,0.0
2015-10-01,0.0
2015-10-02,0.0
2015-10-03,0.0
2015-10-04,0.0
2015-10-05,0.0
2015-10-06,0.0
2015-10-07,0.0
2015-10-08,0.0
2015-10-09,0.0
2015-10-10,0.0
2015-10-11,0.0
2015-10-12,0.0
2015-10-13,0.0
2015-10-14,0.0
2015-10-15,0.0
2015-10-16,0.0
2015-10-17,0.0
2015-10-18,0.0
2015-10-19,0.0
2015-10-20,0.0
2015-10-21,0.0
2015-10-22,0.0
2015-10-23,0.0
2015-10-24,0.0
2015-10-25,0.0
2015-10-26,0.0
2015-10-27,0.0
2015-10-28,0.0
2015-10-29,0.0
2015-10-30,0.0
2015-10-31,0.0
2015-11-01,0.0
2015-11-02,0.0
2015-11-03,0.0
2015-11-04,0.0
2015-11-05,0.0
2015-11-06,0.0
2015-11-07,0.0
2015-11-08,1.0
2015-11-09,0.0
2015-11-10,0.0
2015-11-11,0.0
2015-11-12,0.0
2015-11-13,0.0
2015-11-14,0.0
2015-11-15,0.0
2015-11-16,0.0
2015-11-17,0.0
2015-11-18,0.0
2015-11-19,0.0
2015-11-20,0.0
2015-11-21,0.0
2015-11-22,0.0
2015-11-23,0.0
2015-11-24,0.0
2015-11-25,0.0
2015-11-26,0.0
2015-11-27,0.0
2015-11-28,0.0
2015-11-29,0.0
2015-11-30,0.0
2015-12-01,0.0
2015-12-02,0.0
2015-12-03,0.0
2015-12-04,0.0
2015-12-05,0.0
2015-12-06,0.0
2015-12-07,0.0
2015-12-08,0.0
2015-12-09,0.0
2015-12-10,0.0
2015-12-11,0.0
2015-12-12,0.0
2015-12-13,0.0
2015-12-14,1.0
2015-12-15,1.0
2015-12-16,1.0
2015-12-17,1.0
2015-12-18,0.0
2015-12-19,0.0
2015-12-20,1.0
2015-12-21,0.0
2015-12-22,0.0
2015-12-23,0.0
2015-12-24,0.0
2015-12-25,0.0
2015-12-26,0.0
2015-12-27,0.0
2015-12-28,0.0
2015-12-29,0.0
2015-12-30,0.0
2015-12-31,0.0
2016-01-01,1.0
2016-01-02,1.0
2016-01-03,0.0
2016-01-04,1.0
2016-01-05,1.0
2016-01-06,1.0
2016-01-07,0.0
2016-01-08,0.0
2016-01-09,0.0
2016-01-10,0.0
2016-01-11,0.0
2016-01-12,0.0
2016-01-13,0.0
2016-01-14,0.0
2016-01-15,0.0
2016-01-16,0.0
2016-01-17,0.0
2016-01-18,0.0
2016-01-19,1.0
2016-01-20,1.0
2016-01-21,1.0
2016-01-22,1.0
2016-01-23,1.0
2016-01-24,1.0
2016-01-25,1.0
2016-01-26,1.0
2016-01-27,1.0
2016-01-28,1.0
2016-01-29,1.0
2016-01-30,1.0
2016-01-31,0.0
2016-02-01,0.0
2016-02-02,0.0
2016-02-03,0.0
2016-02-04,1.0
2016-02-05,0.0
2016-02-06,0.0
2016-02-07,0.0
2016-02-08,0.0
2016-02-09,0.0
2016-02-10,0.0
2016-02-11,1.0
2016-02-12,1.0
2016-02-13,1.0
2016-02-14,1.0
2016-02-15,1.0
2016-02-16,1.0
2016-02-17,1.0
2016-02-18,1.0
2016-02-19,1.0
2016-02-20,1.0
2016-02-21,1.0
2016-02-22,1.0
2016-02-23,1.0
2016-02-24,1.0
2016-02-25,1.0
2016-02-26,1.0
2016-02-27,1.0
2016-02-28,1.0
2016-02-29,1.0
2016-03-01,1.0
2016-03-02,1.0
2016-03-03,1.0
2016-03-04,1.0
2016-03-05,1.0
2016-03-06,1.0
2016-03-07,1.0
2016-03-08,1.0
2016-03-09,1.0
2016-03-10,1.0
2016-03-11,1.0
2016-03-12,1.0
2016-03-13,1.0
2016-03-14,1.0
2016-03-15,1.0
2016-03-16,1.0
2016-03-17,1.0
2016-03-18,1.0
2016-03-19,1.0
2016-03-20,1.0
2016-03-21,1.0
2016-03-22,1.0
2016-03-23,1.0
2016-03-24,2.0
2016-03-25,2.0
2016-03-26,2.0
2016-03-27,2.0
2016-03-28,1.0
2016-03-29,1.0
2016-03-30,1.0
2016-03-31,1.0
2016-04-01,1.0
2016-04-02,2.0
2016-04-03,2.0
2016-04-04,2.0
2016-04-05,2.0
2016-04-06,2.0
2016-04-07,2.0
2016-04-08,1.0
2016-04-09,1.0
2016-04-10,1.0
2016-04-11,1.0
2016-04-12,1.0
2016-04-13,1.0
2016-04-14,1.0
2016-04-15,1.0
2016-04-16,1.0
2016-04-17,1.0
2016-04-18,1.0
2016-04-19,1.0
2016-04-20,1.0
2016-04-21,1.0
2016-04-22,1.0
2016-04-23,1.0
2016-04-24,1.0
2016-04-25,1.0
2016-04-26,1.0
2016-04-27,1.0
2016-04-28,1.0
2016-04-29,1.0
2016-04-30,1.0
2016-05-01,1.0
2016-05-02,1.0
2016-05-03,1.0
2016-05-04,1.0
2016-05-05,1.0
2016-05-06,1.0
2016-05-07,1.0
2016-05-08,1.0
2016-05-09,1.0
2016-05-10,1.0
2016-05-11,1.0
2016-05-12,1.0
2016-05-13,1.0
2016-05-14,1.0
2016-05-15,1.0
2016-05-16,1.0
2016-05-17,1.0
2016-05-18,1.0
2016-05-19,1.0
2016-05-20,1.0
2016-05-21,1.0
2016-05-22,1.0
2016-05-23,1.0
2016-05-24,1.0
2016-05-25,1.0
2016-05-26,1.0
2016-05-27,1.0
2016-05-28,1.0
2016-05-29,1.0
2016-05-30,1.0
2016-05-31,1.0
2016-06-01,1.0
2016-06-02,1.0
2016-06-03,1.0
2016-06-04,1.0
2016-06-05,1.0
2016-06-06,1.0
2016-06-07,1.0
2016-06-08,1.0
2016-06-09,1.0
2016-06-10,1.0
2016-06-11,1.0
2016-06-12,1.0
2016-06-13,1.0
2016-06-14,1.0
2016-06-15,1.0
2016-06-16,2.0
2016-06-17,2.0
2016-06-18,2.0
2016-06-19,2.0
2016-06-20,2.0
2016-06-21,2.0
2016-06-22,2.0
2016-06-23,2.0
2016-06-24,2.0
2016-06-25,2.0
2016-06-26,1.0
2016-06-27,1.0
2016-06-28,1.0
2016-06-29,2.0
2016-06-30,2.0
2016-07-01,2.0
2016-07-02,2.0
2016-07-03,2.0
2016-07-04,2.0
2016-07-05,2.0
2016-07-06,2.0
2016-07-07,2.0
2016-07-08,2.0
2016-07-09,2.0
2016-07-10,2.0
2016-07-11,2.0
2016-07-12,2.0
2016-07-13,2.0
2016-07-14,2.0
2016-07-15,2.0
2016-07-16,2.0
2016-07-17,2.0
2016-07-18,2.0
2016-07-19,2.0
2016-07-20,2.0
2016-07-21,2.0
2016-07-22,2.0
2016-07-23,2.0
2016-07-24,2.0
2016-07-25,2.0
2016-07-26,2.0
2016-07-27,2.0
2016-07-28,2.0
2016-07-29,2.0
2016-07-30,2.0
2016-07-31,2.0
2016-08-01,2.0
2016-08-02,1.0
2016-08-03,2.0
2016-08-04,2.0
2016-08-05,2.0
2016-08-06,2.0
2016-08-07,2.0
2016-08-08,2.0
2016-08-09,2.0
2016-08-10,2.0
2016-08-11,2.0
2016-08-12,2.0
2016-08-13,2.0
2016-08-14,2.0
2016-08-15,2.0
2016-08-16,2.0
2016-08-17,2.0
2016-08-18,2.0
2016-08-19,2.0
2016-08-20,2.0
2016-08-21,3.0
2016-08-22,4.0
2016-08-23,5.0
2016-08-24,4.0
2016-08-25,4.0
2016-08-26,4.0
2016-08-27,5.0
2016-08-28,9.0
2016-08-29,8.0
2016-08-30,8.0
2016-08-31,8.0
2016-09-01,8.0
2016-09-02,10.0
2016-09-03,11.0
2016-09-04,14.0
2016-09-05,14.0
2016-09-06,12.0
2016-09-07,12.0
2016-09-08,13.0
2016-09-09,12.0
2016-09-10,12.0
2016-09-11,11.0
2016-09-12,10.0
2016-09-13,11.0
2016-09-14,10.0
2016-09-15,10.0
2016-09-16,9.0
2016-09-17,10.0
2016-09-18,9.0
2016-09-19,11.0
2016-09-20,11.0
2016-09-21,10.0
2016-09-22,10.0
2016-09-23,11.0
2016-09-24,11.0
2016-09-25,10.0
2016-09-26,9.0
2016-09-27,9.0
2016-09-28,9.0
2016-09-29,9.0
2016-09-30,8.0
2016-10-01,7.0
2016-10-02,8.0
2016-10-03,8.0
2016-10-04,8.0
2016-10-05,7.0
2016-10-06,7.0
2016-10-07,7.0
2016-10-08,7.0
2016-10-09,8.0
2016-10-10,7.0
2016-10-11,7.0
2016-10-12,7.0
2016-10-13,7.0
2016-10-14,7.0
2016-10-15,7.0
2016-10-16,6.0
2016-10-17,6.0
2016-10-18,7.0
2016-10-19,7.0
2016-10-20,7.0
2016-10-21,7.0
2016-10-22,6.0
2016-10-23,6.0
2016-10-24,6.0
2016-10-25,6.0
2016-10-26,6.0
2016-10-27,6.0
2016-10-28,6.0
2016-10-29,5.0
2016-10-30,6.0
2016-10-31,5.0
2016-11-01,5.0
2016-11-02,5.0
2016-11-03,5.0
2016-11-04,5.0
2016-11-05,5.0
2016-11-06,5.0
2016-11-07,6.0
2016-11-08,6.0
2016-11-09,6.0
2016-11-10,6.0
2016-11-11,7.0
2016-11-12,7.0
2016-11-13,7.0
2016-11-14,8.0
2016-11-15,7.0
2016-11-16,7.0
2016-11-17,7.0
2016-11-18,7.0
2016-11-19,7.0
2016-11-20,7.0
2016-11-21,7.0
2016-11-22,8.0
2016-11-23,8.0
2016-11-24,8.0
2016-11-25,8.0
2016-11-26,8.0
2016-11-27,8.0
2016-11-28,8.0
2016-11-29,8.0
2016-11-30,9.0
2016-12-01,9.0
2016-12-02,8.0
2016-12-03,8.0
2016-12-04,8.0
2016-12-05,8.0
2016-12-06,8.0
2016-12-07,8.0
2016-12-08,8.0
2016-12-09,8.0
2016-12-10,8.0
2016-12-11,8.0
2016-12-12,8.0
2016-12-13,8.0
2016-12-14,8.0
2016-12-15,8.0
2016-12-16,8.0
2016-12-17,8.0
2016-12-18,9.0
2016-12-19,9.0
2016-12-20,8.0
2016-12-21,8.0
2016-12-22,9.0
2016-12-23,10.0
2016-12-24,10.0
2016-12-25,10.0
2016-12-26,10.0
2016-12-27,12.0
2016-12-28,14.0
2016-12-29,13.0
2016-12-30,13.0
2016-12-31,14.0
2017-01-01,14.0
2017-01-02,16.0
2017-01-03,16.0
2017-01-04,18.0
2017-01-05,16.0
2017-01-06,14.0
2017-01-07,13.0
2017-01-08,13.0
2017-01-09,14.0
2017-01-10,13.0
2017-01-11,12.0
2017-01-12,12.0
2017-01-13,11.0
2017-01-14,11.0
2017-01-15,11.0
2017-01-16,11.0
2017-01-17,12.0
2017-01-18,12.0
2017-01-19,12.0
2017-01-20,12.0
2017-01-21,12.0
2017-01-22,12.0
2017-01-23,12.0
2017-01-24,12.0
2017-01-25,12.0
2017-01-26,12.0
2017-01-27,12.0
2017-01-28,13.0
2017-01-29,13.0
2017-01-30,13.0
2017-01-31,13.0
2017-02-01,13.0
2017-02-02,13.0
2017-02-03,13.0
2017-02-04,13.0
2017-02-05,13.0
2017-02-06,13.0
2017-02-07,13.0
2017-02-08,13.0
2017-02-09,12.0
2017-02-10,12.0
2017-02-11,12.0
2017-02-12,12.0
2017-02-13,12.0
2017-02-14,13.0
2017-02-15,14.0
2017-02-16,13.0
2017-02-17,13.0
2017-02-18,13.0
2017-02-19,13.0
2017-02-20,12.0
2017-02-21,12.0
2017-02-22,13.0
2017-02-23,13.0
2017-02-24,12.0
2017-02-25,12.0
2017-02-26,12.0
2017-02-27,12.0
2017-02-28,12.0
2017-03-01,12.0
2017-03-02,13.0
2017-03-03,14.0
2017-03-04,14.0
2017-03-05,15.0
2017-03-06,16.0
2017-03-07,14.0
2017-03-08,13.0
2017-03-09,13.0
2017-03-10,13.0
2017-03-11,15.0
2017-03-12,17.0
2017-03-13,18.0
2017-03-14,18.0
2017-03-15,19.0
2017-03-16,22.0
2017-03-17,22.0
2017-03-18,20.0
2017-03-19,23.0
2017-03-20,22.0
2017-03-21,21.0
2017-03-22,21.0
2017-03-23,22.0
2017-03-24,21.0
2017-03-25,20.0
2017-03-26,19.0
2017-03-27,19.0
2017-03-28,20.0
2017-03-29,21.0
2017-03-30,20.0
2017-03-31,20.0
2017-04-01,21.0
2017-04-02,20.0
2017-04-03,20.0
2017-04-04,20.0
2017-04-05,20.0
2017-04-06,19.0
2017-04-07,20.0
2017-04-08,21.0
2017-04-09,21.0
2017-04-10,22.0
2017-04-11,22.0
2017-04-12,22.0
2017-04-13,22.0
2017-04-14,21.0
2017-04-15,21.0
2017-04-16,20.0
2017-04-17,20.0
2017-04-18,21.0
2017-04-19,20.0
2017-04-20,20.0
2017-04-21,20.0
2017-04-22,20.0
2017-04-23,20.0
2017-04-24,20.0
2017-04-25,20.0
2017-04-26,20.0
2017-04-27,22.0
2017-04-28,23.0
2017-04-29,23.0
2017-04-30,24.0
2017-05-01,23.0
2017-05-02,23.0
2017-05-03,26.0
2017-05-04,26.0
2017-05-05,28.0
2017-05-06,29.0
2017-05-07,31.0
2017-05-08,30.0
2017-05-09,28.0
2017-05-10,30.0
2017-05-11,30.0
2017-05-12,29.0
2017-05-13,29.0
2017-05-14,29.0
2017-05-15,28.0
2017-05-16,26.0
2017-05-17,27.0
2017-05-18,30.0
2017-05-19,32.0
2017-05-20,35.0
2017-05-21,35.0
2017-05-22,36.0
2017-05-23,55.0
2017-05-24,45.0
2017-05-25,41.0
2017-05-26,39.0
2017-05-27,34.0
2017-05-28,38.0
2017-05-29,42.0
2017-05-30,40.0
2017-05-31,42.0
2017-06-01,44.0
2017-06-02,44.0
2017-06-03,42.0
2017-06-04,43.0
2017-06-05,49.0
2017-06-06,55.0
2017-06-07,53.0
2017-06-08,56.0
2017-06-09,55.0
2017-06-10,53.0
2017-06-11,59.0
2017-06-12,51.0
2017-06-13,52.0
2017-06-14,46.0
2017-06-15,46.0
2017-06-16,48.0
2017-06-17,53.0
2017-06-18,50.0
2017-06-19,51.0
2017-06-20,52.0
2017-06-21,49.0
2017-06-22,50.0
2017-06-23,51.0
2017-06-24,48.0
2017-06-25,45.0
2017-06-26,43.0
2017-06-27,44.0
2017-06-28,47.0
2017-06-29,45.0
2017-06-30,44.0
2017-07-01,41.0
2017-07-02,43.0
2017-07-03,44.0
2017-07-04,46.0
2017-07-05,46.0
2017-07-06,50.0
2017-07-07,44.0
2017-07-08,46.0
2017-07-09,45.0
2017-07-10,39.0
2017-07-11,37.0
2017-07-12,40.0
2017-07-13,38.0
2017-07-14,35.0
2017-07-15,32.0
2017-07-16,29.0
2017-07-17,35.0
2017-07-18,37.0
2017-07-19,35.0
2017-07-20,41.0
2017-07-21,40.0
2017-07-22,45.0
2017-07-23,43.0
2017-07-24,46.0
2017-07-25,41.0
2017-07-26,46.0
2017-07-27,45.0
2017-07-28,44.0
2017-07-29,44.0
2017-07-30,40.0
2017-07-31,40.0
2017-08-01,44.0
2017-08-02,44.0
2017-08-03,43.0
2017-08-04,45.0
2017-08-05,48.0
2017-08-06,48.0
2017-08-07,50.0
2017-08-08,52.0
2017-08-09,51.0
2017-08-10,50.0
2017-08-11,51.0
2017-08-12,49.0
2017-08-13,48.0
2017-08-14,50.0
2017-08-15,49.0
2017-08-16,49.0
2017-08-17,48.0
2017-08-18,47.0
2017-08-19,56.0
2017-08-20,55.0
2017-08-21,77.0
2017-08-22,91.0
2017-08-23,91.0
2017-08-24,85.0
2017-08-25,108.0
2017-08-26,137.0
2017-08-27,131.0
2017-08-28,143.0
2017-08-29,133.0
2017-08-30,135.0
2017-08-31,142.0
2017-09-01,143.0
2017-09-02,126.0
2017-09-03,127.0
2017-09-04,110.0
2017-09-05,121.0
2017-09-06,124.0
2017-09-07,123.0
2017-09-08,119.0
2017-09-09,116.0
2017-09-10,113.0
2017-09-11,112.0
2017-09-12,112.0
2017-09-13,111.0
2017-09-14,87.0
2017-09-15,100.0
2017-09-16,97.0
2017-09-17,95.0
2017-09-18,102.0
2017-09-19,99.0
2017-09-20,96.0
2017-09-21,86.0
2017-09-22,88.0
2017-09-23,92.0
2017-09-24,90.0
2017-09-25,94.0
2017-09-26,94.0
2017-09-27,102.0
2017-09-28,98.0
2017-09-29,94.0
2017-09-30,96.0
2017-10-01,93.0
2017-10-02,91.0
2017-10-03,93.0
2017-10-04,90.0
2017-10-05,91.0
2017-10-06,91.0
2017-10-07,91.0
2017-10-08,90.0
2017-10-09,85.0
2017-10-10,86.0
2017-10-11,87.0
2017-10-12,87.0
2017-10-13,94.0
2017-10-14,100.0
2017-10-15,95.0
2017-10-16,96.0
2017-10-17,91.0
